Name,Subdomains,Host,Leave,redirect URL
,3g.direct.gov.uk,www.direct.gov.uk.edgesuite.net,Leave,
,actonco2.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,adminnationalcareersservice.direct.gov.uk,,Leave,
,agencyworkers.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,api.childmaintenanceservice.direct.gov.uk,,Leave,
,backtowork.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,benefits-adviser.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Other redirect destination,https://www.gov.uk/benefits-adviser
,benefitsadviser.direct.gov.uk,66.54.40.85,Leave,
,benefitsadvisor.direct.gov.uk,66.54.40.85,Leave,
,beplantwise.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Other redirect destination,https://secure.fera.defra.gov.uk/nonnativespecies/beplantwise/
Your future wallet,betterfuture.direct.gov.uk,Other redirect destination,https://www.gov.uk/browse/working/workplace-personal-pensions
Apply for a Blue Badge online,bluebadge.direct.gov.uk,152.114.70.62,Leave,
,bluebadge2.direct.gov.uk,,Leave,
,brand.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,bursarymap.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,businesslink.innovate.direct.gov.uk,94.236.94.60,Leave,
,buyerbeware.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,campaigns.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,TBC,
,campaigns2.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
Carbon Calculator,carboncalculator.direct.gov.uk,actonco2.amee.com,Leave,
,careandsupport.direct.gov.uk,80.68.94.36,Redirect to GONE,
,careersadvice-findacourse.direct.gov.uk,208.51.44.80,Redirect to GONE,
,careersadvice-findacourse1.direct.gov.uk,208.51.44.80,Redirect to GONE,
,careersadvice-findacourse2.direct.gov.uk,208.51.44.80,Redirect to GONE,
,careersadvice.direct.gov.uk,208.51.44.80,Redirect to GONE,
Car fuel data,carfueldata.direct.gov.uk,81.17.75.65,Leave,
,charitysearch.direct.gov.uk,188.92.136.20,Redirect to GONE,
,childcare.direct.gov.uk,dcs-vml-web-l02.server-farm.dcsf.gov.uk,Leave,
,childcarefinder.direct.gov.uk,dcs-vml-web-l02.server-farm.dcsf.gov.uk,Leave,
,childinternetsafety.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,childmaintenanceservice.direct.gov.uk,207.37.200.216,Redirect to GONE,
Childrens centre finder,childrenscentresfinder.direct.gov.uk,dcs-vml-web-l02.server-farm.dcsf.gov.uk,Leave,
,childsafety.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,chwiliadgwaith.direct.gov.uk,,Redirect to GONE,
,clickcleverclicksafe.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,co2calculator.direct.gov.uk,,Redirect to GONE,
,colleges.direct.gov.uk,dcs-vml-web-l02.server-farm.dcsf.gov.uk,Redirect to GONE,
,communitypayback.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,consultations-crawl.direct.gov.uk,sadg-crawler.sa-alias.co.uk,Redirect to GONE,
,consultations.direct.gov.uk,sadg-gsa.sa-alias.co.uk,Other redirect destination,https://www.gov.uk/government/consultations
,consultations1.direct.gov.uk,sadg-nonjs.sa-alias.co.uk,Redirect to GONE,
,consumer-forms.direct.gov.uk,80.86.42.52,Redirect to GONE,
,consumer-tools.direct.gov.uk,80.86.42.51,Redirect to GONE,
,countdowntouni.direct.gov.uk,89.234.46.201,Redirect to GONE,
Court fines,courtfines.direct.gov.uk,80.86.42.51,Leave,
,ctt.theorytest.direct.gov.uk,159.182.112.180,Leave,
Tell Us Once,death-tellusonce.direct.gov.uk,,Leave,
,dev-ema.direct.gov.uk,195.188.239.44,Redirect to GONE,
,dev-moneytolearn.direct.gov.uk,195.188.239.44,Redirect to GONE,
,diplomas.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,directories.direct.gov.uk,109.123.78.222,Redirect to GONE,
,ditv.direct.gov.uk,ditv.alu-ntt-hosting.co.uk,Redirect to GONE,
,dontbringmeback.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
Dotgov labs,dotgovlabs.direct.gov.uk,212.100.231.169,Redirect to GONE,
,dr.theorytest.direct.gov.uk,159.182.211.180,Leave,
,drivercpc.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Other redirect destination,https://www.gov.uk/driver-certificate-of-professional-competence-cpc
Driver practical test,driverpracticaltest.direct.gov.uk,194.205.13.188,Leave,
Drug Driving,drugdrive.direct.gov.uk,92.52.89.47,Leave,
DVLA registrations,dvlaregistrations.direct.gov.uk,193.110.241.100,Leave,
,dwpe-services.direct.gov.uk,,Leave,
,ecotownsyoursay.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,ema.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,emaapplicationpack.direct.gov.uk,194.205.102.113,Redirect to GONE,
Email DVLA,emaildvla.direct.gov.uk,62.25.102.226,Leave,
,epc.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Other redirect destination,https://www.gov.uk/buy-sell-your-home/energy-performance-certificates
,epcadviser.direct.gov.uk,82.153.217.63,Leave,
E-petitions,epetitions.direct.gov.uk,80.86.42.115,Leave,
Fire Careers,extraordinary.direct.gov.uk,loadbalancer.extraordinarylive.mtaws.com,Redirect to GONE,
,familyservices.direct.gov.uk,dcs-vml-web-l02.server-farm.dcsf.gov.uk,Redirect to GONE,
,fco.innovate.direct.gov.uk,94.236.94.60,Leave,
Find my nearest driving instructor,finddrivinginstructor.direct.gov.uk,194.205.13.6,Redirect to GONE,
,firekills.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,fireworkssafety.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,firstjob.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,foodimports.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
Secure forms,forms.direct.gov.uk,forms220.gslb2.theclubuk.com,Leave,
,fulloflife.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Other redirect destination,http://campaigns.dwp.gov.uk/campaigns/olderpeoplesday/
,geton.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
Go,go.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,gotouni.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
Graduate talent pool,graduatetalentpool.direct.gov.uk,130.88.36.149,Leave,
,graduatetalentpoolsearch.direct.gov.uk,130.88.36.146,Leave,
,gtm1.direct.gov.uk,212.62.4.223,Leave,
,gtm2.direct.gov.uk,62.208.147.255,Leave,
Courtfinder,hmctscourtfinder.direct.gov.uk,212.137.36.113,Leave,
Forms and guidance finder,hmctsformfinder.direct.gov.uk,212.137.36.113,Leave,
,holocaustheroes.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,homebuying.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,homeinformationpacks.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,homeselling.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,iccjobseekers.direct.gov.uk,iccjobseekers.wip.direct.gov.uk,Leave,
,idp-death-tellusonce.direct.gov.uk,,Leave,
,idsmart.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,illegaltobacco.direct.gov.uk,83.231.225.129,Redirect to GONE,
,imode.direct.gov.uk,www.direct.gov.uk.edgesuite.net,Leave,
,innovate-apps.direct.gov.uk,94.236.18.111,Leave,
,innovate-dev.direct.gov.uk,94.236.18.105,Leave,
,innovate-forums.direct.gov.uk,94.236.18.111,Leave,
,innovate-reporting.direct.gov.uk,94.236.94.59,Leave,
,innovate-uat.direct.gov.uk,94.236.18.106,Leave,
,innovate.direct.gov.uk,94.236.18.106,Leave,
,insolvency.direct.gov.uk,217.140.32.56,Leave,
,ips-forms.direct.gov.uk,89.187.107.50,Leave,
,jobsearch.direct.gov.uk,,Leave,
,jobseeker.direct.gov.uk,jobseeker.wip.direct.gov.uk,Leave,
Jobs and Skills search,jobseekers.direct.gov.uk,jobseekers.wip.direct.gov.uk,Leave,
,keepwarmkeepwell.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Other redirect destination,http://webarchive.nationalarchives.gov.uk/20100519184032/http://keepwarmkeepwell.direct.gov.uk/index.html
,kids.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
Learner support,learnersupport.direct.gov.uk,,Leave,
,letskeepcrimedown.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,lha.direct.gov.uk,195.171.94.102,Leave,
Local Directgov,local.direct.gov.uk,sadg-ldg-fe.sa-alias.co.uk,Leave,
,localcrime.direct.gov.uk,205.139.89.197,Redirect to GONE,
,login.dwpe-services.direct.gov.uk,66.54.40.82,Leave,
Jobcentre Plus Local Office Search,los.direct.gov.uk,66.54.44.157,Leave,
,lscldgss.direct.gov.uk,212.158.110.2,Leave,
,lscwmgss.direct.gov.uk,194.205.104.138,Leave,
,m.direct.gov.uk,www.direct.gov.uk.edgesuite.net,Leave,
,mail.co2calculator.direct.gov.uk,,Leave,
,maps.direct.gov.uk,sadg-ldg-fe.sa-alias.co.uk,Leave,
,marketplace-dev.direct.gov.uk,94.236.18.105,Leave,
,marketplace-uat.direct.gov.uk,94.236.18.106,Leave,
,marketplace.direct.gov.uk,94.236.18.106,Leave,
,mobile.direct.gov.uk,www.direct.gov.uk.edgesuite.net,Leave,
Find a residential bursary,moneytolearn.direct.gov.uk,208.51.44.77,Leave,
,mortgagehelp.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
MOT Status check,motinfo.direct.gov.uk,www.lb.motinfo.gov.uk,Leave,
Apply for a provisional driving licence,motoring.direct.gov.uk,62.25.101.199,Leave,
,muckin4life.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Other redirect destination,http://www.defra.gov.uk/muckin4life/
,mutuals-dev.direct.gov.uk,94.236.18.105,Leave,
,mutuals-test.direct.gov.uk,94.236.94.59,Leave,
,mutuals-uat.direct.gov.uk,94.236.18.106,Leave,
,mutuals.direct.gov.uk,94.236.18.106,Leave,
,mvideo.direct.gov.uk,88.208.232.139,Leave,
My Council,mycouncil.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Other redirect destination,https://www.gov.uk/find-your-local-council
,nagoya.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,nationalcareersservice.direct.gov.uk,,Leave,
National Citizen Service,nationalcitizenservice.direct.gov.uk,aka.direct.gov.uk.edgekey.net,Other redirect destination,http://www.ncsyes.co.uk
,newsitedemo.direct.gov.uk,94.236.18.105,Leave,
,newsitedev.direct.gov.uk,94.236.18.105,Leave,
,nextstep.direct.gov.uk,217.156.170.195,Redirect to GONE,
,nmw.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Other redirect destination,https://www.gov.uk/your-right-to-minimum-wage
,nowletstalkmoney.direct.gov.uk,197.41.99.145,Redirect to GONE,
,nuclearpower2007.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,o2.direct.gov.uk,www.direct.gov.uk.edgesuite.net,Leave,
,oat.studentfinance.direct.gov.uk,62.189.175.62,Leave,
,oatsecure.studentfinance.direct.gov.uk,62.189.175.63,Leave,
,oneplace.direct.gov.uk,195.11.203.91,Redirect to GONE,
,ontheladder.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,origin.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Leave,
,pandemicflu.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,passportapplication.direct.gov.uk,,Leave,
Pay and work rights complaint form,payandworkrights.direct.gov.uk,194.73.217.212,Leave,
,payandworkrightscampaign.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,paymentsforparents.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
Pay your fixed penalty notice,penaltynotice.direct.gov.uk,195.89.27.162,Leave,
Get a pensions credit estimate,pensions-service.direct.gov.uk,205.141.227.240,Leave,
State Pension age calculator,pensions.direct.gov.uk,66.54.45.205,Leave,
,policingpledge.direct.gov.uk,205.139.89.142,Redirect to GONE,
,preview.api.childmaintenanceservice.direct.gov.uk,,Leave,
,qavs-staging.direct.gov.uk,217.156.224.40,Leave,
QAVs,qavs.direct.gov.uk,217.156.224.40,Leave,
,reach.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,ready-dev.direct.gov.uk,94.236.18.105,Redirect to GONE,
,ready-uat.direct.gov.uk,94.236.18.111,Redirect to GONE,
,ready.direct.gov.uk,94.236.18.111,Redirect to GONE,
,recruitment.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,relationshipsupport.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,renewyourtaxcredits.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Other redirect destination,https://www.gov.uk/browse/benefits/tax-credits
,reporting-dev.direct.gov.uk,94.236.94.59,Leave,
,reporting-uat.direct.gov.uk,94.236.94.59,Leave,
,reporting.direct.gov.uk,94.236.94.59,Leave,
,resources.direct.gov.uk,www.direct.gov.uk.edgesuite.net,Leave,
,results-localcrime.direct.gov.uk,212.78.84.49,Redirect to GONE,
,saferstreets.direct.gov.uk,205.139.89.138,Redirect to GONE,
Schoolsfinder,schoolsfinder.direct.gov.uk,dcs-vml-web-l02.server-farm.dcsf.gov.uk,Leave,
,sciencesowhat.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,searchcareersadvice.direct.gov.uk,81.144.242.246,Leave,
,secure.dvlaregistrations.direct.gov.uk,62.25.102.224,Leave,
,secure.studentfinance.direct.gov.uk,62.189.108.180,Leave,
Helmet Safety Scheme,sharp.direct.gov.uk,46.38.182.7,Leave,
,skillsaccounts.direct.gov.uk,208.51.44.68,Leave,
,skunkworks.direct.gov.uk,skunkworks.prod.dxw.net,Leave,
,smallsteps4life.direct.gov.uk,83.231.185.67,Leave,
,spendingreview.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,spotteenabuse.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,standards.direct.gov.uk,standards.sparklemousse.com,Redirect to GONE,
,stg-ema.direct.gov.uk,195.188.239.45,Redirect to GONE,
,stg-moneytolearn.direct.gov.uk,195.188.239.45,Redirect to GONE,
,stoploansharks.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,stoppovertynow.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,sts-death-tellusonce.direct.gov.uk,,Leave,
,studentfinance-yourfuture.direct.gov.uk,46.38.186.92,Redirect to GONE,
,studentfinance.direct.gov.uk,www.studentfinance.direct.gov.uk,Leave,
,studentfinancelafinder.direct.gov.uk,dcs-vml-web-l02.server-farm.dcsf.gov.uk,Leave,
,studentfinanceloangrantcalculator.direct.gov.uk,80.75.76.15,Leave,
,studenttaxadvice.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,studyfirst.direct.gov.uk,89.234.46.201,Redirect to GONE,
,submissions.epetitions.direct.gov.uk,80.86.42.115,Leave,
,syndication-dev.innovate.direct.gov.uk,94.236.94.60,Leave,
,syndication-uat.innovate.direct.gov.uk,94.236.94.60,Leave,
,syndication.innovate.direct.gov.uk,94.236.94.60,Leave,
Tales of the road,talesoftheroad.direct.gov.uk,92.52.89.47,Leave,
,talkaboutknives.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,taxcredits.direct.gov.uk,89.234.28.3,Other redirect destination,https://www.gov.uk/browse/benefits/tax-credits
,taxcreditsvideos.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Other redirect destination,https://www.gov.uk/browse/benefits/tax-credits
,taxdisc.direct.gov.uk,62.25.101.204,Leave,
,test.direct.gov.uk,direct.gov.uk.edgesuite.net,Leave,
,thebigtreeplant.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Other redirect destination,http://www.defra.gov.uk/bigtreeplant/
,theorytest.direct.gov.uk,159.182.111.100,Leave,
Think,think.direct.gov.uk,92.52.89.47,Leave,
,thinkbike.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Other redirect destination,http://think.direct.gov.uk/motorcycles.html
,thinkdrinkdrive.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Other redirect destination,http://think.direct.gov.uk/drink-driving.html
,thinkdrugdrive.direct.gov.uk,213.225.137.179,Other redirect destination,http://drugdrive.direct.gov.uk/
,thinkfatigue.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Other redirect destination,http://think.direct.gov.uk/fatigue.html
,thinkhorsesense.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Other redirect destination,http://think.direct.gov.uk/horses.html
,thinkmobiles.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Other redirect destination,http://think.direct.gov.uk/mobile-phones.html
,thinkseatbelts.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Other redirect destination,http://think.direct.gov.uk/seat-belts.html
,thinkspeed.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Other redirect destination,http://think.direct.gov.uk/speed.html
This is abuse,thisisabuse.direct.gov.uk,94.236.15.225,Leave,
,tiger.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,togetherwecan.direct.gov.uk,213.225.144.27,Redirect to GONE,
,unimoney.direct.gov.uk,gotouni.direct.gov.uk,Redirect to GONE,
Unistats,unistats.direct.gov.uk,,Leave,
,video.direct.gov.uk,217.174.241.183,Redirect to GONE,
Volunteering,volunteering.direct.gov.uk,205.139.89.197,Leave,
,wap.direct.gov.uk,www.direct.gov.uk.edgesuite.net,Leave,
,webctt1a.theorytest.direct.gov.uk,159.182.112.181,Leave,
,webctt1b.theorytest.direct.gov.uk,159.182.112.182,Leave,
,whatsnext.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,whyletdrinkdecide.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,win.nextstep.direct.gov.uk,217.156.170.195,Redirect to GONE,
,wip.direct.gov.uk,,Leave,
,wouldyou.direct.gov.uk,83.231.132.243,Redirect to GONE,
,ws.direct.gov.uk,ws.dgmms.cmxhst.net,Leave,
,wsr.theorytest.direct.gov.uk,159.182.111.180,Leave,
,wsvprd1a.theorytest.direct.gov.uk,159.182.111.181,Leave,
,wsvprd1b.theorytest.direct.gov.uk,159.182.111.182,Leave,
,www.actonco2.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,www.bluebadge.direct.gov.uk,91.121.16.22,Leave,
,www.campaigns.direct.gov.uk,campaigns.direct.gov.uk,Redirect to GONE,
,www.careandsupport.direct.gov.uk,careandsupport.direct.gov.uk,Redirect to GONE,
,www.careersadvice.direct.gov.uk,208.51.44.80,Redirect to GONE,
,www.carfueldata.direct.gov.uk,81.17.75.65,Leave,
,www.direct.gov.uk,www.direct.gov.uk.edgesuite.net,Leave,
,www.dvlaregistrations.direct.gov.uk,193.110.241.100,Leave,
Job seekers allowance online,www.dwpe-services.direct.gov.uk,66.54.40.85,Leave,
,www.epcadviser.direct.gov.uk,82.153.217.63,Leave,
,www.jobseekers.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Leave,
,www.local.direct.gov.uk,sadg-ldg-fe.sa-alias.co.uk,Leave,
,www.nationalcareersservice.direct.gov.uk,,Leave,
,www.schoolsfinder.direct.gov.uk,dcs-vml-web-l02.server-farm.dcsf.gov.uk,Leave,
,www.studentfinance-yourfuture.direct.gov.uk,46.38.186.92,Redirect to GONE,
SLC Student finance,www.studentfinance.direct.gov.uk,62.189.108.180,Leave,
,www.studyfirst.direct.gov.uk,217.158.99.36,Redirect to GONE,
Electronic vehicle licensing (Evl),www.taxdisc.direct.gov.uk,62.25.101.204,Leave,
,www.yourfuture.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
,www1.theorytest.direct.gov.uk,159.182.111.181,Leave,
,www2.theorytest.direct.gov.uk,159.182.111.182,Leave,
,www3.theorytest.direct.gov.uk,159.182.211.183,Leave,
,www4.theorytest.direct.gov.uk,159.182.211.184,Leave,
,www6.theorytest.direct.gov.uk,159.182.111.186,Leave,
Driver theory test,www7.theorytest.direct.gov.uk,159.182.111.187,Leave,
,www8.theorytest.direct.gov.uk,159.182.111.188,Leave,
,www9.theorytest.direct.gov.uk,159.182.111.189,Leave,
,wwwa.theorytest.direct.gov.uk,159.182.211.181,Leave,
,wwwb.theorytest.direct.gov.uk,159.182.211.182,Leave,
,wwwc.theorytest.direct.gov.uk,159.182.211.183,Leave,
,wwwd.theorytest.direct.gov.uk,159.182.211.184,Leave,
,yourfuture.direct.gov.uk,steria-dg-prod.lbwa.ntt.net,Redirect to GONE,
14-19 prospectus,yp.direct.gov.uk,dcs-vml-web-l02.server-farm.dcsf.gov.uk,Redirect to GONE,
